testing,pred
1,0.13461593901585844
0,0.11548855256239926
0,0.3225370014254588
0,0.0029903093060381636
1,0.6467088710250412
0,-0.05193442239004531
0,-0.14369190069796844
0,0.04425231411774011
0,0.1436766309639413
1,0.40993503740474146
0,0.5012663238485247
0,0.15152354407349478
1,0.2983800508049364
0,0.12604653974801472
0,-0.044488841790298106
0,0.2908118603165022
0,0.3652753281541852
0,0.3851870476377527
0,0.08226925041445288
0,0.08558398461820882
0,0.14305146095921267
1,0.629495522426907
0,0.3778774598789107
1,0.1977853079095629
0,0.5590017472070128
0,0.08687347729346323
0,0.16590078961419608
1,0.6224914812375106
0,0.5388762502065635
0,0.22589181358011334
0,0.03758374544306775
0,0.04514193444569897
0,0.3325698158311974
0,0.13016281141695474
1,0.354956981612418
0,0.31421567153768765
1,0.5996680121638038
0,0.2101591101097262
0,0.37993680312762945
0,0.1693460780995974
0,0.23007622128332317
0,0.071902693702808
0,0.157829862274682
0,0.06343456542380377
0,0.06506802002469364
0,0.21639146167422313
0,-0.006846486250640882
0,0.20450235764663283
1,0.3750069787384118
1,0.3945109670165836
0,0.028161467137738705
0,0.21984650197484557
0,0.6565990566242429
0,-0.031093656633487288
0,0.30254910673121505
0,0.276215924931851
0,0.47359252291096665
0,0.065698465299171
0,0.07951567064959053
0,0.3467320462559133
1,0.1732017655127992
0,0.10182034112919319
0,0.4887829918893208
0,0.019473002542499285
0,0.6599708980973129
0,0.0982980441380159
0,0.31171267798633195
0,-0.008502208642342635
1,0.5415203183410926
0,0.5712775424236237
0,0.0848940253822868
1,0.13762166717127655
0,0.31075663181713953
0,0.42451474970298175
0,0.3541179288314586
0,0.18958573144731733
0,0.3253580473587129
0,-0.12922218522330875
0,0.09794265467281399
0,0.30364357610115894
0,0.3497655492715781
0,0.4763156118231287
0,0.07173475986051736
0,0.2511167131985215
1,0.40629016060166495
0,0.18183628343415825
0,0.01456440417855187
0,-0.0300149197239431
0,0.2659586785466346
0,0.38959557049741944
0,0.27382806872607585
0,0.49647455183883504
0,0.11842730543324786
0,0.40947630751636555
1,0.6187593345500844
0,0.2963071938919925
0,0.15933347718416319
0,0.34692918065227085
1,0.3980690443843579
0,0.5135780236169379
0,0.04299850896028734
0,0.2194312108969408
0,-0.0037219938392529794
0,0.25160198707949094
0,0.30997148431115923
0,0.2617737119274846
0,0.28717394645560057
0,0.15213103824576868
0,0.016268180478940353
0,0.003520887022697261
0,-0.19900034257807409
0,0.1497401212335664
0,0.23941043794780142
0,0.2209358642465058
0,0.23315493039392787
0,0.219868404635009
0,0.21895284172922364
0,0.02539609506261853
0,-0.0814897061084251
0,-0.03625049578189976
1,0.3991151938955939
1,0.4041166744136245
0,0.5467024491387953
0,0.5762127023597696
0,0.44706693293129907
0,0.17108613585174737
0,0.2713123519683097
0,0.24982036853102982
0,-0.1291613752350772
0,0.17818503055823454
0,0.009957739070755145
0,0.5004264188351241
0,0.042224715859568884
0,0.11541383123525673
0,0.16019857764111617
0,0.5388240641782314
0,0.2737621639475844
0,0.1309444331378033
0,0.01884336282997945
0,-0.18521677003531656
0,0.007994311049405067
0,0.3492025421745396
1,0.5880127301257215
1,0.4212364655214548
0,-0.003217168358686018
0,0.1334333250085138
0,0.09398670655872166
0,0.22847543896436595
0,0.04299850896028734
1,0.4012298681131122
1,0.4197869046310384
0,0.05753569060333885
0,0.19705475442273118
0,0.2788113337715112
0,0.2624159249648387
0,0.09759607403890302
0,0.17339693437643505
0,0.04958858634393115
1,0.6336391589829863
0,0.02285797625634378
0,-0.11132742857479017
0,0.030753906823625
0,0.17462555528883184
1,0.6084854998887588
1,0.401394035574785
0,0.07390690084645934
0,0.5474943097176074
0,0.16761330349715098
0,0.2674671812733674
0,0.4567164050369284
0,0.028828412908442846
0,0.1153088163273594
1,0.5996060563903045
0,0.20087014452235763
1,0.40723095462175035
1,0.5718368768409539
0,0.34692918065227085
0,0.25873660940399523
0,0.17548923698217556
0,0.13158696429685057
0,0.0848406207943252
1,0.39871794025657376
1,0.19624213129991985
0,0.26902625154709947
0,0.10662134727586892
0,0.07814263876229155
0,0.5368978858517324
1,0.38589495050541883
0,0.18603532259590855
0,0.1321976491413458
0,0.2459141335866104
0,-0.0005950801902955272
0,-0.016717086429006822
0,0.040032425082588086
1,0.3995669846610912
1,0.5907496051941941
0,0.5883967430788576
1,0.1692948293860917
1,0.412990505642345
0,0.0828955189752621
0,0.2989208898411192
0,0.2599632043077301
0,0.04914273840799355
0,0.25113547414154314
0,0.3355578033549703
0,0.0755360828503212
1,0.24898274711299428
0,0.3225257488950387
1,0.5786394335698074
1,0.02137370910016201
0,0.2705403701268346
0,0.30223039714180366
0,0.21436241445203752
0,0.19890922067607703
0,0.40815732207046845
1,0.4125306208936048
0,0.27317971832428645
0,0.22441311943964914
0,0.27048666973902846
0,0.09946724498863863
0,0.045930154117784894
0,0.19490414411675439
0,0.27672911125622135
0,0.10022214728054152
0,0.24029156418165493
0,0.40731941149150847
0,0.05573113000628571
1,0.28617808458281163
0,0.22693549462459284
0,0.1246948481989465
0,0.14226983923836445
0,0.12200988393344747
0,0.3131569468145429
1,0.41039314601416305
0,-0.08158719089025135
0,0.14386844530714082
0,0.07613880019284625
1,0.2455852229548683
0,0.1409703864762082
0,0.003546507895562101
0,0.0566037636434672
0,0.22186211169167497
0,0.2941393782026085
0,0.22200025946830704
1,0.4036977209157787
1,0.5934555393366439
0,0.01582136221407815
0,0.025904217972189003
1,0.59207094815691
0,0.03951151201292935
1,0.4629755090644604
0,0.16117449916313786
0,0.21616266508512105
0,0.0729986942246823
1,0.5934288443153825
0,-0.01430256104803762
1,0.21101730581586187
1,0.40783959457929225
1,0.41579680011350956
0,0.21687717576626986
1,0.2662837812001104
0,0.09958047408208892
0,0.2839292319693782
1,0.5779240572107036
1,0.04460515173148827
0,-0.03399223069687618
1,0.6222726312897964
0,0.14126480584941448
0,0.54005624111373
0,0.3327571659369485
0,0.020468949497673306
0,0.564426927814668
1,0.3762179710475413
1,0.35307224976927
0,0.19834542312122377
1,0.4147909065169475
0,0.4856100329609743
0,0.2290999616238264
0,0.4047008974749273
1,0.12380831119802493
1,0.15064800973365033
1,0.6052193206688541
1,0.5809399751078239
0,0.04186879228361928
0,0.004219182334795235
0,-0.1435142923464321
0,0.280002238872862
0,0.19855731012676292
0,0.2298086515647998
0,0.15422117914676736
0,0.43665397935727646
0,-0.019700433919035976
0,0.21417894835332685
0,0.25702021460721625
0,0.09562956816085877
0,0.1122987155871461
0,0.2650830143409959
0,0.23342401333443474
0,-0.04942345436894324
0,0.2529116786996107
0,0.3148140144083432
0,-0.021366506156204057
0,0.42986259365972646
1,0.6039834846979218
1,0.025363563748347695
0,0.043446972058797106
0,0.22634190632088713
0,0.09282663937106189
0,0.3314854935053818
0,0.17896118666759986
1,0.3366586196597165
0,0.3427005075534551
0,0.21253202451167763
0,0.21984650197484557
0,0.46053158038713643
0,0.16474566697527737
0,0.1023891956211086
0,0.2636221572366755
0,0.24084771359586749
0,0.3054254692865906
0,0.02615664288678954
0,0.12982759654798415
1,0.6157664974222008
1,0.22711213203882535
0,-0.20832953892434203
0,0.26449523297200883
0,0.05146584548279065
1,0.38019500191316136
0,0.32957492245668196
0,0.020191484302052864
1,0.5884750833412183
0,0.3749171519204128
0,0.19689098577323438
0,-0.13941000393787728
1,0.21101730581586187
0,0.36719488392300154
0,0.050751014594113186
1,0.40202123158817527
0,0.2874689682294834
0,-0.016299250725476333
1,0.6389153625034494
0,0.171960737268668
1,0.5880127301257215
0,0.17011008107942382
1,0.3638952370813947
0,-0.022763416039583872
0,0.3484782798769308
0,0.1562177141907845
1,0.35824171688817114
0,0.12560156656512822
0,0.04017688523280183
1,0.5979946666391776
0,0.12102512773406726
0,0.38757398332115783
1,0.26746299131294626
0,0.055055023880351994
0,0.27339684677833614
0,0.3014636869868089
1,0.350877063722404
0,0.09125839722122564
0,0.19008834057748802
0,-0.05424114627466736
0,0.07042316871302245
0,0.4470956707536786
0,0.19748252222221058
0,0.05611855700746671
0,0.0849856544059181
0,0.18325958951439064
0,0.16323170999673986
0,0.2636441754159554
1,0.606833854222958
0,0.2647388719358715
1,0.6145772049718969
1,0.21246070896611807
1,0.40170763358148015
0,0.04929648877923121
1,0.4046787708505381
1,0.20954492951932202
0,0.11140369773887204
0,0.1908528890277409
0,0.19124998256299675
0,0.17922710881391235
0,0.6029176467910832
0,0.3357131845059622
0,0.31195224211136774
0,0.08078757257477565
0,0.3207104062166125
0,0.2270537356729353
0,-0.026028875139858854
1,0.4561977959974096
0,0.10288018139963584
0,0.2253193752729044
1,0.6171727884607603
0,0.37708715183514874
0,0.3646395563488121
0,0.09676324520219759
0,0.11359919413102126
0,0.5627789342540896
1,0.3598996501599262
0,0.0376920846334311
0,0.37632688031477635
0,-0.11070665341765595
0,0.2914623017935569
0,-0.04933831595136551
0,0.41164161204141914
0,0.07683278703840757
0,0.3704330702077836
0,0.2907517559024614
1,0.5986250064555451
0,0.375125278015677
0,0.13987569542663475
1,0.22213233474834632
0,0.3435203289423455
1,0.41437195301910174
0,0.06903238721151228
1,0.19652361235735416
1,0.37736947604992777
0,0.25031646378495326
0,0.16245893281549506
0,0.12078291690980308
0,0.00546021835533661
0,0.19860696721239834
0,0.09533896245650753
0,0.26395785052986465
0,0.27594474454457163
1,0.352761795565552
0,0.10284707876887123
0,-0.004300172335865549
0,0.06326376977292347
1,0.3809492532765276
0,0.03926683272190856
1,0.2041706740331367
1,0.17884899810006838
0,0.07414812051887698
0,0.5624198556766664
1,0.41857649919123674
0,0.1831347505148106
0,0.2816963167035176
0,0.301150279321848
0,0.13859747207425693
0,0.3005835562967045
0,0.258015841354862
0,0.07841551398853375
0,0.46108993270623133
0,0.35995352181242785
1,0.6090444525226952
0,0.039696811401441434
1,0.3844453748708026
1,0.39003379548754935
0,0.09447106997832705
0,0.08475382135902298
0,-0.0606103531722777
0,0.1564476868031247
0,0.64742243970817
0,0.07584807806821459
1,0.40110528122989253
0,0.21450304055767144
0,0.25621756836376286
0,0.1155672166155568
0,-0.09592227923341834
0,0.011820065480886988
1,0.5668892131310097
1,0.5891382154430673
0,0.31909807556739084
0,0.2974744761381876
0,-0.10664515833318855
0,0.31342596908034887
1,0.2177950188829127
1,0.5914170571222583
0,0.4806424322847706
0,0.2660301184876456
0,0.05158905145559889
1,0.4043868727026685
0,0.17326858658294042
1,0.23023849260212836
0,0.2944325385560266
0,0.42277823098271655
0,-0.029066692312635256
0,0.5083858978111698
1,0.6064117569221351
0,0.2055058432523783
1,0.24918355623731653
1,0.3156878975927085
0,-0.08936517900664764
1,0.5939364486079891
0,0.24663341078278966
0,0.15703462690184106
0,0.29477029034286484
0,0.25451124021192084
0,0.2547096111074565
1,0.36677957491515045
0,0.20499972532829303
1,0.5950886289465962
1,0.3560682307001307
1,0.1964033150623798
0,0.029037778688645433
1,0.4955416784514758
0,0.6070893010499125
0,0.32220674350578293
0,0.3632322493907788
0,0.30532250704205655
1,0.16617020710890945
1,0.6132143136509887
0,0.20211375446776553
0,0.12947822932562336
1,0.13762166717127655
1,0.3729146797159398
0,0.604319133008941
0,0.08867895632705147
0,0.3516305568120497
0,0.28320752302215013
0,0.1888186159098787
0,0.34140220057656706
0,0.41170923622773986
0,-0.030643101418837193
1,0.6113978251872945
0,0.26583821756462755
0,0.23484545106399118
0,0.08017149922601124
0,0.050149937893588015
1,0.21274219002355238
0,0.10805549591341401
0,0.0591874963729041
0,0.46658806950144555
0,0.2895334600679037
0,0.41161114604887644
0,0.46542944145311993
0,0.26555772218869717
1,0.6243508989698084
1,0.39225068139324093
0,0.0829208330861122
1,0.41596164291140303
0,0.36142353490156026
0,0.29768487339069805
0,0.137129225262198
0,0.6603750430416366
0,0.20510544581038098
1,0.34505870073128697
0,0.3423018998574861
0,0.2517831023378677
0,0.23989134721914662
0,0.00907211253119744
1,0.35998330579225124
0,0.2571035197940429
0,0.07066834410039707
0,0.008887726108877447
0,0.0541081773794555
1,0.40181298907263074
0,0.22864839048970242
0,0.47448048580446944
0,-0.005409628293042257
0,0.0784519999393215
0,-0.08889783062871481
1,0.5789932874911765
0,0.1793937895257508
1,0.3524450537558797
0,0.26593281896535803
0,0.5183529921486263
0,0.05460517423989247
1,0.18338812540260208
0,0.08224508208887071
0,0.1877478086866718
0,0.2852395272888471
0,0.2035542187022178
0,0.31197635793618084
0,-0.017626410845099305
0,0.13984165548104388
0,0.16649546986614955
0,0.3106120363307888
0,0.019490465571659454
0,0.24710189488498413
0,0.15158238081164443
0,0.0492738559974818
0,0.24007804997962984
0,0.11538452333600574
0,0.052344883146207
0,0.24139925969204407
0,0.03856303248526116
0,0.606461914694788
0,0.08829609902142865
0,0.26578015068012306
0,-0.009768088324686675
0,0.3438167518036036
0,0.49428374739281056
0,0.16121641589677527
1,0.18803575199926353
0,0.22245863344084177
1,0.17392802941138574
0,0.21325632063052502
0,-0.01664533067236984
0,-0.09978345263382804
0,0.18830499484477375
1,0.5768711496444658
0,0.004441661079973014
0,-0.22634672433460667
1,0.2725953463201507
0,0.5744008138296037
0,0.20448352506673972
0,0.3255377871770211
0,0.2927587080369139
1,0.3596480079267306
0,0.16284532137659252
0,0.1457741827946023
0,0.2421816015325221
0,0.16445868249072693
0,0.23334094457143767
1,0.6178872543585002
0,0.3297957704221053
0,0.13394201685746576
0,0.1751855954791135
0,0.4470745745942022
1,0.3844268188149542
0,0.1413012480952333
0,0.33561598477268095
0,0.214901614991106
0,0.048414871720605435
0,-0.04479871819978454
0,0.26515138758624385
0,0.25293070520450645
1,0.41039314601416305
0,0.1763149301736271
0,0.11290055270627708
1,0.6339143524344661
0,0.3851504184347072
0,-0.05504750431213412
1,0.5928066434644281
1,0.37381521782135124
0,0.1655325393594297
0,0.2614770270876209
1,0.3453939985968077
0,-0.018613358627248333
0,0.06177494089635427
1,0.3912447877966789
0,0.14686333868165624
0,0.03652768860351008
0,0.04642478438630682
0,0.32701617097220215
0,0.15756387057733323
0,-0.08111354862888132
0,0.19291366155354833
0,0.45926024834006196
0,-0.01630102536586797
0,-0.03946487873203719
0,-0.28739135994202514
1,0.6255835911377634
0,0.289390598933837
0,0.36897617340908395
0,-0.1929173444513851
0,0.23322226331201773
1,0.3687479623906235
1,0.3970848506466214
1,0.5957343810158349
1,0.19033879732420234
0,-0.1500388685438101
1,0.6489226131277555
0,0.2533076645015575
0,0.3097923750456626
0,0.22819901129829023
1,0.4134094591401908
0,0.22974345011348174
1,0.23760299552637648
0,-0.006483454923775112
0,0.20110078700057576
0,0.08006235483363294
0,0.5378534167884685
0,0.1751616622786747
0,0.18815223015504018
1,0.3971653624759693
0,0.2476231048544122
1,0.4299252192991038
1,0.23768099201972373
0,0.3045439988862153
0,0.13190991071592717
1,0.16572861305290426
0,0.34009068783495855
1,0.17895435359121897
0,0.38356929974372533
1,0.6139437213525523
0,0.30670886111435636
0,0.11901993849218057
1,0.36090239995351114
1,0.39934513626996404
1,0.5687218910586374
0,0.12004093399633076
0,0.17060759317231716
0,0.08096039423431783
0,0.3876266026303562
0,0.2525578247782416
0,0.03365078924317222
1,0.5781440977270949
1,0.37783250460164525
0,0.33367676078522596
0,0.11566283035249281
0,0.06293983428783556
1,0.6097864354361676
0,0.1005152458593333
1,0.3156878975927085
0,0.12448633823445354
0,0.18586120849284782
1,0.562350831502882
0,0.15476212558718438
1,0.35703072457904167
0,-0.0791176216761158
0,0.16766506405860554
0,0.10079400987935394
0,0.12689894056004242
0,0.14635022757742588
0,-0.032382221856160576
0,0.03234535960849205
0,0.19611246307195412
0,0.18495783692974227
0,-0.1532867957756665
0,0.5469166789760171
0,0.04753634381930261
0,0.5562777070820373
1,0.36393549299606864
0,0.26628620243767964
1,0.4089693997228533
0,0.11143002776919597
0,0.19232880455492618
0,0.19232880455492618
1,0.43932650331979783
1,0.6114163812431428
1,0.4639198028033642
0,0.11359037982938763
0,0.04883544145276664
0,0.0029328727755841832
0,0.6041590950317491
0,0.10749124135502691
1,0.608023146673262
0,-0.1676808042416802
0,0.15637509335948563
1,0.42062782556391287
0,0.3865812197198468
0,0.1710447377350739
0,0.5353624832165651
0,0.10388218063686022
1,0.40305196884654004
0,0.15894846175706706
1,0.24758206834416863
0,0.2854845885620225
0,-0.11522945800595474
0,0.58527250278383
0,0.250842065217468
0,0.6963046306949041
0,0.5247047887756564
0,0.01320042530129839
0,0.37117649226059
0,0.12472267555996208
1,0.2788900938692246
0,0.12326550662912034
0,0.02265989871487406
0,0.25254285273644783
0,-0.03151921355291332
0,0.32144001880534934
0,0.20357818214062662
1,0.39490822065560377
0,0.4378077793147067
1,0.39132844342900386
0,0.0524449421832498
0,0.2718715094894194
0,0.13530382062202856
0,0.30570065915480193
1,0.392453441504846
0,0.04257924870042695
1,0.2040474378223583
0,0.19031631517211905
0,0.5220180311808604
0,0.6301965875349985
1,0.4123416097701292
0,0.05036322035497742
0,0.11913725208794207
1,0.28054626424841367
0,0.18173850799248048
0,0.04096095065277949
1,0.4143936528779273
1,0.36424909100276376
1,0.6133382251979875
1,0.2012517507833635
0,0.10398391998891199
0,0.10059595710551161
0,0.24572691559367077
0,0.03531893510633666
0,0.32649814958916024
1,0.3634948396393973
1,0.39225068139324093
0,0.2875241413415361
1,0.40832050385063745
0,0.10520421592701379
1,0.5719904368704571
0,0.13207873275678272
0,0.19763831559332723
0,0.25474879645700244
1,0.3791519962049025
0,0.030707980410294544
0,0.010995642271393935
1,0.20539134632185474
0,0.34211258177323495
0,0.1287369484030731
0,0.29581295546787045
0,0.07383067860535675
0,0.32572133268901343
0,0.2729575196864219
0,0.5148215997411072
0,0.18818238371646434
0,0.22543689375583903
1,0.16624663443594623
1,0.3841720327787813
0,0.457869281087481
0,0.07372331165098317
1,0.2061359177056326
0,0.02750459240387415
1,0.548279475352295
0,0.12754639374722077
1,0.3453939985968077
0,0.3654063829240872
0,0.4431339771195507
1,0.3938589273413906
0,0.06416610100887077
1,0.39559693353010233
0,0.12761271074583702
0,0.2710287640505488
1,0.2773698984009941
0,0.05629671082942955
0,0.0158008608400505
0,0.13693654524104365
0,0.2584838796144542
1,0.250208005889727
0,0.42314289722342835
0,0.36269357430635524
0,0.13445066147723028
0,0.17677265680089405
0,0.289535738192926
0,0.21852500229287292
0,0.03999484252184393
1,0.3828339851196758
0,0.310512323347342
0,0.3081251424777875
0,0.22036433640066067
1,0.26746299131294626
0,0.27175368066120165
0,0.2767395888225967
0,0.18420295162905664
1,0.2287307950774103
0,0.0637569474941625
1,0.40627160454581657
1,0.2656935470568979
0,0.037305908875628124
1,0.37102994787279175
0,0.05868626268280175
0,0.09941826323922387
0,0.19078516885591446
0,0.22459771569974885
1,0.17414438798358628
0,0.47736918824784946
1,0.3789406098863808
0,-0.09467849463880729
0,0.3421746732428145
1,0.1977853079095629
0,0.0712322034298768
0,0.038071335662200445
1,0.6172781439519108
0,0.27762575858556354
0,0.1252903842666095
0,0.41091105646875226
1,0.6102802884936274
0,0.2781703865229741
0,0.34464462369101434
0,0.08815032751183993
0,0.2824765575139547
0,0.3723265333560153
0,0.28413287455139435
1,0.4086775015749837
0,0.12780896830330812
1,0.5905897575587364
0,0.10235620941062434
0,0.05240299501288148
0,0.08429346616123529
0,-0.017444055901783995
0,0.20331377077051943
1,0.14994754494040036
0,0.2450664848367043
0,0.09583642976599194
1,0.3439691515023999
0,0.24036763976450715
0,0.2126613434412371
1,0.3756373185547792
1,0.3693566023481654
1,0.3970848506466214
0,0.16337354704677554
0,0.31819270240330766
0,0.4042765972692221
1,0.5469816836078634
1,0.3740630409153492
0,0.04623678371196227
0,0.07146349100634541
0,-0.0028379555430577685
0,0.4440805864094689
1,0.4078798504939662
0,0.30159660317717585
0,0.13481877997912828
0,-0.10790444364756346
0,0.05410601378763935
1,0.016576373996050275
1,0.3990098384044434
0,0.35094893589932136
0,0.31401977269217707
1,0.423788649292667
0,0.5216542171725898
0,-0.12187500055704448
0,0.2233595331526831
0,-0.0170695649103072
0,0.1645480050384398
0,0.3469796004035293
0,0.5685445131490504
0,0.06765055238225814
0,0.2722369262864919
0,-0.02948541068533761
0,0.5482847324933366
0,0.1393404988981558
0,0.09766364208213629
0,-0.09342890743272814
1,0.37808414683484093
0,0.06273480620474448
1,0.3081171031401986
1,0.19513696493098842
0,0.2086639633892327
0,0.3470853994902649
0,0.27526002900417756
0,0.32190504537477593
0,0.15623281609837258
0,0.24722632166443947
0,0.21604111674552962
0,0.15374360402013365
0,0.1011616150358699
1,0.10748370270445562
0,0.21220107671034216
0,0.2481417870282358
0,0.3561568960403305
0,0.2311884112691307
0,0.1420218414951634
0,0.2219474999785957
0,0.003325219719061412
0,0.03110902295054241
0,0.158837684337917
1,0.21565550100359188
0,-0.015072038714443514
1,0.20729808836911146
0,0.47016442281775517
1,0.3670931729218456
0,0.057628155066954956
0,0.26951659581064474
0,0.11193940949980741
0,0.17856097956733674
0,0.3273367319210723
1,0.3808438977853772
0,0.24791741682338408
0,0.25082533028310827
0,0.10045905259708654
0,0.04584197377207133
0,0.4825051091404009
0,-0.21249327255044537
0,0.0769647490839267
0,0.27864071860011974
1,0.5927849436056025
1,0.3600235617069252
0,0.37274520674654776
0,0.04395656659270275
0,0.2012342408849589
0,0.45347489951281694
0,-0.01643807383832896
1,0.5786394335698074
0,0.3251810962146896
0,0.5535287171896972
1,0.3674967141668201
0,0.23764309133728623
1,0.5976842124354595
0,0.11278233642556212
0,0.22246542173381356
0,0.3364794107663957
0,0.1429307762117411
0,0.1292943902608043
0,0.15706671361313201
1,0.40426296115566956
0,0.13648263775297448
0,0.4194992862091689
0,0.07907678018548508
0,0.15290044427530314
0,0.4156711672716072
0,0.3403643348019204
0,0.2420330232199408
0,0.2624874023118505
0,0.08753202290729756
1,0.4150611048059915
0,0.29717852372597703
1,0.18993903989825994
0,0.17165043877681185
0,0.23230501064797127
0,0.17494575124676442
0,0.03183944657158
0,0.47724405589420343
0,0.2047375571620445
0,0.3056419974257987
0,0.16929418428784115
0,0.3332922551202434
0,0.538032240315127
0,0.21602952154602106
0,0.32084875888041775
0,0.26507308224504683
0,0.40493484933022944
0,-0.008572192452802496
0,-0.041273933804509055
1,0.583384952028427
0,-0.009964922597949233
0,0.1469234466789655
0,0.4222920931214803
0,0.10832478374109422
0,0.18742859482697444
1,0.6330535997946812
0,0.25673265083100083
0,0.016163218717770045
0,0.34722669106987414
0,0.16300303754527823
1,0.5880809735051753
0,0.06029128183142418
0,0.04578768651493764
0,0.2268484018352247
1,0.3691081039179469
0,0.37008074952418
1,0.4205039140169139
0,0.35541316364224096
0,0.3241099429378866
0,0.24789644694643342
0,0.22978251545947864
1,0.22099940243308214
0,0.16185613247642006
0,0.004390988074863822
0,0.030234944741248992
0,-0.06440388330931446
0,0.38356929974372533
1,0.5863176847422698
0,0.23757292496150234
0,0.10745696628429269
0,0.26312439302742174
0,-0.03561108954753822
0,0.01802341366113014
0,0.5456513044651234
0,0.052887335970926985
0,0.054219425247653
0,0.2878639336824751
0,0.24084771359586749
0,0.3015633102046768
0,0.4004681083371444
0,0.147480062958957
0,0.2152471851758857
0,0.5309436532090057
0,0.21785524200181638
0,0.5378534167884685
0,0.16932339255926804
1,0.256729947239101
0,0.5956031816359388
0,0.010000948446671987
0,0.11842730543324786
0,0.37319092062354975
1,0.629403918170903
0,0.2159323274818435
0,0.19510160455092623
0,-0.02177238375512358
0,0.1671334010916683
0,0.2559929728960133
0,-0.158823425592989
0,0.34977254245172307
1,0.3646904196956556
0,0.42509583673771745
1,0.6087543172673915
0,0.2599040553372231
0,0.2910790749063332
0,0.3622787145846778
0,0.21800248643441256
0,0.39822805657983085
0,-0.05263820583423662
0,0.23162904763458458
0,0.2449405170430734
1,0.3612810975366829
0,0.5327475664607912
0,-0.0179409642953281
0,0.16815790119659157
1,0.4098265381106137
0,0.05815145360682017
1,0.6158687091103743
1,0.2839772862662118
1,0.3749667228237379
0,0.3201149149323584
1,0.24479318414358453
1,0.6118948220477314
0,0.4152664836258721
0,-0.10204818775041924
0,-0.03927657318275235
0,0.04552499683725586
0,0.05241250941836295
0,0.27221222928293953
0,0.009057087342676406
0,0.29294312281012963
0,0.3412868849985148
0,0.17813397010062798
1,0.4151045045236426
0,0.15227005170035568
0,0.20630294886296946
1,0.4095748958774181
0,0.18347082559139333
0,0.10411448413280266
0,-0.03700492179446935
0,0.3028372439688096
0,0.2092925671664968
0,-0.04174756978839611
1,0.20539134632185474
1,0.35746823413273576
0,0.11276822208655213
0,0.10221436249834348
0,0.12032260669418526
0,0.35846780988537347
1,0.5719904368704571
0,0.28770408604701747
1,0.5779240572107036
1,0.3569253690878911
0,0.2445309949541593
1,0.6050922653188779
1,0.1777618457010664
1,0.38484262850982265
0,0.06070296204181169
